ids,target,prediction 
mp-981336,0.56,-0.08727443
mp-983603,0.3,0.21342681
mp-985554,0.28,0.3282501
mp-9873,0.17,0.2704532
mp-999294,0.35,0.35409778
mp-1018702,0.26,0.13674746
mp-1058,0.41,0.33752316
mp-13449,0.11,-0.5727936
mp-15965,0.24,0.38952202
mp-20350,0.32,0.34245163
mp-20457,-0.81,0.19542815
mp-21158,0.31,0.3232296
mp-248,0.34,0.098882005
mp-2509,0.31,0.4038493
mp-2744,0.31,0.87162524
mp-29647,0.28,0.23200805
mp-4756,0.26,0.4335109
mp-556777,0.27,0.34193152
mp-557837,-0.01,-0.10314551
mp-560936,0.2,0.36747628
mp-571172,0.18,0.758884
mp-675926,0.26,0.42815053
mp-7781,0.27,0.15809153
mp-7917,0.23,0.22268163
mp-812,0.3,0.2254663
mp-865093,0.37,0.43853462
mp-866287,0.41,0.30661005
mp-867899,0.39,0.19604011
mp-974417,0.4,-0.026052192
mp-975347,0.3,0.048842028
mp-978270,0.31,0.1880732
mp-979176,0.35,0.35363197
mp-997085,0.34,0.113748685
mp-998908,0.33,1.5002546
mp-999002,-0.52,0.120736346
mp-1018751,0.33,0.08541207
mp-11546,1.0,1.3835969
mp-11687,0.23,0.21704166
mp-140,0.44,1.7603573
mp-16755,0.25,-0.07282579
mp-20868,0.28,0.24553846
mp-23297,0.29,0.24056764
mp-31380,0.35,0.35996228
mp-3397,0.3,0.041667953
mp-4798,0.17,-0.06597155
mp-510691,0.26,0.26351744
mp-5238,0.29,0.27075523
mp-540783,0.24,0.43329448
mp-545344,0.34,0.3489042
mp-567345,0.38,0.099976525
mp-569385,0.26,0.27953374
mp-754363,0.27,0.2997316
mp-7655,0.2,0.9724603
mp-7881,0.37,0.4012894
mp-8102,0.36,-0.21758805
mp-864602,0.29,0.08158173
mp-865194,0.38,0.20353286
mp-865516,0.35,0.4492314
mp-866001,0.28,0.13627441
mp-9463,0.2,0.22007118
mp-960,0.28,0.2847783
mp-971853,0.59,0.13082458
mp-975797,0.25,0.3306774
mp-976185,0.33,0.084566906
mp-978273,0.33,0.15387742
mp-9843,0.26,0.36681563
mp-9939,0.22,0.1890739
mp-9954,0.28,0.73467827
mp-1006882,0.44,0.36720413
mp-1008568,0.3,0.9950604
mp-1020011,0.18,0.45170987
mp-1029580,0.32,0.5006406
mp-12062,0.44,-0.63018554
mp-16378,4.61,0.092661425
mp-16886,0.39,0.5263982
mp-21294,0.29,0.37713426
mp-2252,0.12,1.1784021
mp-23704,0.24,0.3946373
mp-2404,0.21,0.15871583
mp-30,0.34,0.37929088
mp-30161,0.39,0.3061844
mp-31348,0.25,0.36018866
mp-33363,0.22,0.121143326
mp-4054,0.24,0.054751113
mp-4954,0.31,0.15476362
mp-559612,0.21,0.22489415
mp-569624,0.34,0.24340366
mp-753506,0.26,-0.16102782
mp-755586,0.33,0.39407575
mp-7748,0.22,-0.01771529
mp-775296,0.32,0.020817235
mp-777479,0.27,0.13750292
mp-861958,0.34,0.2910757
mp-862377,0.29,0.46745038
mp-864897,0.37,0.45907992
mp-865560,0.23,0.5795548
mp-865969,0.33,0.3282184
mp-866201,0.63,1.0701762
mp-975769,0.32,0.56617117
mvc-11548,0.3,0.32166225
mp-1021511,0.29,0.5269945
mp-1471,0.27,0.18547826
mp-18762,0.32,-0.04983799
mp-18903,0.32,0.34896642
mp-20131,0.37,0.31798452
mp-20453,0.61,0.34676522
mp-2071,0.27,0.66591823
mp-21235,0.31,-0.11031255
mp-22044,0.28,0.14935975
mp-2728,0.22,-1.5530183
mp-27475,0.27,-0.049799144
mp-31031,0.31,0.08431785
mp-32780,0.27,0.7224641
mp-5175,0.24,0.0880038
mp-5383,0.29,-0.17198637
mp-554973,0.34,0.082754
mp-556235,0.31,-0.05710949
mp-567771,0.22,0.29586202
mp-569402,0.3,1.0810357
mp-580,0.11,0.6503527
mp-696497,0.28,-0.04500927
mp-7390,0.2,1.0874563
mp-7473,0.31,0.29468238
mp-7903,0.31,0.16942663
mp-8299,0.22,0.17584352
mp-8608,0.34,0.48916757
mp-861995,0.37,0.051224694
mp-866376,0.3,0.06856774
mp-867306,0.4,0.43766195
mp-961697,0.37,0.35739225
mp-972961,0.34,0.33513254
mp-976254,0.47,0.3020538
mp-979910,0.43,0.35144788
mp-985059,0.29,0.16673271
mp-999437,0.5,0.28556758
mp-999450,0.19,0.3460421
mp-1009836,0.38,0.73547167
mp-10136,0.2,0.77059466
mp-1016829,0.42,0.15073918
mp-1018042,0.38,-0.41984797
mp-12806,0.3,0.31922942
mp-13920,0.28,0.023715347
mp-1743,0.26,0.3947543
mp-20889,1.08,0.15763609
mp-20895,0.32,0.8007553
mp-2092,0.31,0.77016705
mp-21255,0.27,0.2987432
mp-22853,0.28,0.1023875
mp-2826,0.32,0.2599243
mp-30374,0.41,0.4002096
mp-30856,0.36,-0.039580494
mp-3283,0.3,0.21844737
mp-4586,0.29,0.28966457
mp-475,0.12,0.12841277
mp-58,0.44,0.4989863
mp-631314,0.47,0.40410578
mp-650,0.15,0.18595009
mp-752849,0.29,0.25505602
mp-833,0.33,0.56010413
mp-8368,0.33,0.1991437
mp-8560,0.34,0.6080066
mp-862664,0.3,0.069680914
mp-863744,0.31,0.11517431
mp-866177,0.42,0.50182474
mp-866299,0.32,0.23017095
mp-8818,0.26,0.37917566
mp-973053,0.3,0.2300779
mp-974452,0.48,-0.25848353
mp-976799,0.37,0.2602126
mp-981215,0.34,0.37168747
mp-989513,0.3,0.41531152
mp-1019138,0.29,0.072188124
mp-1025280,0.26,0.1906219
mp-10371,0.3,0.17737864
mp-10750,0.24,0.20587139
mp-12981,1.02,0.3399495
mp-131,0.34,1.3012699
mp-1334,0.28,0.44897407
mp-20754,0.26,0.280195
mp-20924,0.29,-0.019918025
mp-21149,0.27,0.13702284
mp-2306,0.22,0.3736614
mp-2658,0.27,0.4466713
mp-27849,0.27,0.15349738
mp-2841,1.05,1.178103
mp-30042,0.33,0.23782568
mp-30234,0.31,0.361041
mp-3292,0.25,0.13040684
mp-5558,0.32,0.16459714
mp-556264,0.21,0.3892858
mp-582028,0.33,0.25575513
mp-631294,0.6,-0.23581187
mp-862677,0.33,0.33941448
mp-865039,0.4,0.49580753
mp-865185,0.25,0.16563158
mp-865231,0.27,0.24047376
mp-865298,0.45,0.39840072
mp-865993,0.35,0.2914216
mp-866153,0.51,0.48326153
mp-867701,0.3,0.023943633
mp-90,0.29,0.28889704
mp-9755,0.33,-0.04429449
mp-977310,0.43,0.37668788
mp-989579,0.28,0.24886052
mp-998899,0.53,0.85336405
mp-1007776,0.02,0.48857427
mp-1022724,0.26,-0.28264832
mp-10756,0.48,0.29397446
mp-11180,0.32,-0.044896916
mp-12007,0.3,0.117746994
mp-1246,0.61,-0.059545398
mp-12777,0.34,0.2472712
mp-13154,0.3,0.24224998
mp-13164,0.31,0.026889786
mp-1361,0.28,-1.1243113
mp-13962,0.22,0.20225872
mp-15619,0.21,-0.24742149
mp-17659,0.35,-0.05169137
mp-17856,0.26,0.06945367
mp-19929,0.33,0.29341906
mp-28938,0.25,0.49654716
mp-350,0.27,0.26635182
mp-3536,0.27,0.18896507
mp-387,0.27,0.22956689
mp-4007,0.26,0.33001631
mp-4474,0.24,0.024042994
mp-4938,0.26,0.25732535
mp-568066,0.25,0.037577465
mp-646507,0.3,0.30652684
mp-697038,0.27,0.43010527
mp-753326,0.38,0.33067816
mp-8176,0.35,0.24876888
mp-862264,0.34,0.3023687
mp-865081,0.37,0.2637574
mp-865432,0.33,0.42101824
mp-865800,0.25,0.17184146
mp-909,0.25,0.4849847
mp-973554,-0.12,0.08264221
mp-1002122,0.47,-1.9052769
mp-1008489,0.58,0.2900772
mp-1009755,0.12,-0.93986076
mp-1009835,0.41,0.1479976
mp-1025288,0.23,-0.12483393
mp-1029359,0.19,0.03821443
mp-10695,0.29,0.53669083
mp-1090,0.25,0.3785835
mp-10908,0.37,0.3656292
mp-1220,0.16,0.07578488
mp-20318,0.27,0.27006817
mp-20930,0.36,0.29818094
mp-21076,0.33,0.15414964
mp-21143,0.42,0.46473873
mp-2186,0.31,0.71083266
mp-22464,0.19,0.1383922
mp-22689,0.48,1.2941979
mp-23102,0.28,0.18693326
mp-23485,0.29,0.25906503
mp-2674,0.3,0.36336273
mp-2725,0.29,0.06624772
mp-2903,0.22,0.25095117
mp-2924,0.29,0.3035568
mp-2967,0.26,0.20181005
mp-31173,0.37,0.33847737
mp-3671,0.26,0.09574871
mp-4887,0.31,0.2894848
mp-556242,0.33,0.120392516
mp-644693,0.94,0.36350286
mp-669347,0.34,0.5213327
mp-7114,0.4,0.16750552
mp-754825,0.22,0.29504484
mp-7592,0.5,0.5967496
mp-760375,0.28,0.06152694
mp-862372,0.32,0.32203114
mp-8636,0.72,0.29042536
mp-865048,0.3,0.7013493
mp-865534,0.06,0.16158347
mp-978291,0.16,0.43592197
mp-1017546,0.31,0.38188595
mp-1017582,0.21,0.14511575
mp-1025075,0.29,0.15361063
mp-1025224,0.22,0.1791072
mp-1025281,0.27,0.77146083
mp-11294,0.27,0.2903183
mp-11620,-0.11,0.3839978
mp-1256,0.21,0.14598887
mp-12783,0.25,0.35049516
mp-23907,0.5,0.46131337
mp-28163,0.34,0.24105705
mp-29026,0.33,0.39908427
mp-29754,0.28,0.23135637
mp-3022,0.48,0.3241225
mp-372,0.3,0.04362683
mp-3726,0.34,0.35808492
mp-3758,0.24,0.063121065
mp-4997,0.23,0.2053973
mp-538,0.28,0.39112538
mp-5387,0.33,0.062086478
mp-546200,0.25,0.2255572
mp-553243,0.27,0.13698922
mp-568018,0.28,0.07485603
mp-568630,0.38,0.2570237
mp-568848,0.25,-0.11186884
mp-570832,0.31,0.28316838
mp-573755,0.35,0.21967058
mp-7439,0.31,0.15796714
mp-8557,0.31,0.347207
mp-861619,0.71,0.09435643
mp-862878,0.66,0.54555905
mp-865316,0.36,-0.08642705
mp-865840,0.28,0.2762435
mp-867272,0.3,0.2793026
mp-8976,0.24,0.33098978
mp-974938,-2.95,-0.04153475
mp-998949,0.46,0.13376991
mp-998988,0.38,6.9252257
mvc-3525,0.29,-0.13184547
mp-1008490,0.49,0.12460481
mp-1009222,0.19,0.6789918
mp-1017,0.32,0.12283428
mp-11534,0.23,-0.06827317
mp-1253,0.25,0.13477416
mp-12769,0.36,0.26888835
mp-13190,0.28,0.42532104
mp-1754,0.29,0.3081146
mp-20459,0.24,0.13805191
mp-20820,0.37,0.4091745
mp-20864,0.6,0.34320885
mp-21035,0.19,0.22426619
mp-21186,0.52,0.30135828
mp-2199,0.31,0.2702471
mp-2267,0.15,0.79783374
mp-2696,0.3,0.59838426
mp-27335,0.27,0.20002227
mp-27747,0.23,0.3023191
mp-29678,0.38,-0.11138244
mp-30530,0.43,0.20616005
mp-3216,0.17,0.5594786
mp-3437,0.24,0.10781579
mp-3736,0.33,0.3950888
mp-567996,0.27,0.28130484
mp-569931,0.21,0.25494462
mp-635,0.3,0.2781697
mp-675701,0.23,0.35726655
mp-6915,0.28,0.30414295
mp-863720,0.39,0.7222431
mp-864617,0.27,0.6576168
mp-864661,0.34,0.36766785
mp-865219,0.31,0.20145698
mp-865569,0.3,0.12669255
mp-867327,0.3,0.55568796
mp-867338,0.65,0.5388016
mp-867904,0.31,0.44652146
mp-9061,0.36,0.19409813
mp-975288,0.27,0.20827635
mp-977415,0.37,0.37479925
mp-979956,0.32,0.20178722
mp-999121,0.25,0.11713688
mp-1008523,0.09,0.3065961
mp-1016884,0.2,0.047314808
mp-1018024,0.27,0.015375927
mp-1027164,0.22,0.34052283
mp-1029385,0.2,0.3163365
mp-10669,0.24,0.24305712
mp-10782,0.22,0.14406984
mp-11190,0.17,0.2527454
mp-1601,0.39,-0.005049661
mp-1719,0.25,0.4043694
mp-20512,0.21,0.24943228
mp-22275,0.33,0.22333594
mp-22447,0.28,-0.07372697
mp-27243,0.27,0.7417647
mp-31503,0.25,-0.0025838315
mp-542429,0.32,0.20968266
mp-625136,0.29,0.3440321
mp-754401,0.29,0.14695181
mp-758594,0.29,0.16988759
mp-7600,0.26,0.06652127
mp-7909,0.24,0.43761712
mp-924128,0.19,0.18792175
mp-9562,0.22,0.17532043
mp-973684,0.58,0.3413549
mp-983230,0.85,1.186532
mp-1001790,0.26,0.19174646
mp-1005693,0.36,0.25447094
mp-1009087,0.19,0.40154237
mp-1016836,0.43,0.17695923
mp-1038767,0.33,-0.056841522
mp-10856,0.22,0.1534505
mp-109,0.26,0.3740843
mp-11256,0.34,0.20524909
mp-12059,0.22,0.1287268
mp-14105,0.35,0.21928008
mp-15788,0.26,0.17211945
mp-1609,0.33,0.21498655
mp-20522,0.3,0.53896374
mp-30594,0.35,0.23247804
mp-3286,0.26,0.18100779
mp-395,0.18,0.38582104
mp-40204,0.35,0.39192194
mp-510380,0.22,0.2806074
mp-568349,0.28,0.51945543
mp-569708,0.3,0.37554532
mp-639659,0.34,0.28005594
mp-675283,-0.05,0.043024793
mp-760400,0.22,-0.21436718
mp-7940,0.24,0.5087171
mp-865471,0.35,-0.02121143
mp-865495,0.31,0.05966957
mp-865714,0.4,0.32316947
mp-8883,0.23,-0.046237558
mp-9172,0.27,0.18406193
mp-941221,0.28,0.5877318
mp-971701,0.75,0.13788141
mp-977112,0.24,-0.04133813
mp-978085,0.38,0.3786717
mp-981376,0.32,0.30344987
mp-983566,1.05,0.30179542
mp-996983,0.38,0.28582305
mp-998861,1.21,0.87256116
mvc-15603,0.38,0.2869537
mp-10051,0.4,0.5991673
mp-1009832,0.34,0.024491474
mp-1016820,0.13,0.017588481
mp-1025134,0.36,0.16656263
mp-10670,0.21,-0.10599974
mp-1174,0.26,0.34679317
mp-13915,0.38,0.27242398
mp-27974,0.32,0.31360608
mp-2839,0.35,0.9282438
mp-36699,0.31,0.254346
mp-390,0.36,0.19197427
mp-4989,0.3,0.6210348
mp-5578,0.29,0.3872754
mp-562468,0.32,0.32574785
mp-567389,0.46,0.5029414
mp-570845,0.29,0.5751247
mp-574283,0.35,0.31427002
mp-676,0.29,0.43839294
mp-715482,0.28,0.20873554
mp-755264,0.21,0.88851506
mp-7615,-0.85,0.5928896
mp-862334,0.31,0.1941501
mp-862721,0.41,0.41053212
mp-862902,0.24,0.17426701
mp-863671,0.34,0.25000328
mp-864748,0.25,0.09566577
mp-865111,0.37,0.44874734
mp-865926,0.34,0.43403763
mp-9177,0.2,0.26398462
mp-961665,0.23,0.30424452
mp-974464,8.34,0.5433043
mp-977427,0.35,0.3334188
mp-979272,0.53,0.16001321
mp-980055,0.28,0.36345863
mp-996162,0.23,0.08622433
mp-10048,0.32,0.9712871
mp-10143,0.51,1.1080248
mp-1019086,0.09,-0.53362507
mp-1029730,0.3,0.43795598
mp-1039075,0.51,0.7361025
mp-10872,0.44,0.42808372
mp-12101,0.31,0.31869614
mp-12480,0.3,0.17596261
mp-1559,0.22,0.25341403
mp-16646,0.33,0.16792385
mp-20648,0.29,-0.1728724
mp-23513,0.29,0.55151695
mp-239,0.26,-0.0971324
mp-2809,0.27,0.00074221194
mp-30247,0.2,0.5462581
mp-30427,0.25,0.0892034
mp-542112,0.37,0.010417387
mp-5475,0.22,0.07609187
mp-557,0.14,0.1541241
mp-558645,0.13,0.4236843
mp-5621,0.24,0.13859461
mp-571271,0.31,0.13013883
mp-613523,0.33,-0.100480095
mp-760482,0.24,0.24142407
mp-761512,0.7,0.012367755
mp-7711,0.37,0.9331657
mp-850275,0.26,0.026033625
mp-862300,0.33,0.15942176
mp-862775,0.37,0.29095954
mp-867217,0.3,0.34607184
mp-867896,0.36,0.20647638
mp-935811,0.28,0.2547753
mp-973556,0.21,0.7981109
mp-974843,0.75,0.17500983
mp-987,0.37,-0.0081871
mp-9925,0.17,0.2114745
mp-9953,0.26,0.45510787
mp-1018732,0.32,0.06275411
mp-10224,-4.87,-0.13428971
mp-1025201,0.38,0.32321352
mp-11249,0.34,0.015826657
mp-13512,0.3,0.3240745
mp-15800,0.33,0.17381115
mp-16860,0.3,-2.4854624
mp-17701,0.28,0.58041006
mp-182,0.26,0.13608907
mp-18969,0.52,0.14318018
mp-20033,0.34,0.41458768
mp-20194,0.32,0.4236908
mp-20757,0.26,0.17048399
mp-21031,0.49,0.23547365
mp-22440,0.27,0.38550752
mp-22913,0.37,0.32977378
mp-2318,0.33,0.107021734
mp-25372,0.27,0.22509284
mp-27562,0.33,0.107081816
mp-30495,0.31,0.45032704
mp-480,0.32,0.2683543
mp-5159,0.48,0.40438992
mp-7387,0.33,0.2943961
mp-776264,0.23,-0.0013836175
mp-861966,0.41,0.31562358
mp-862981,0.29,0.1900432
mp-865022,0.28,0.21399383
mp-865364,0.32,0.3591584
mp-867198,1.14,0.27964002
mp-9969,0.22,0.23420186
mp-997010,0.4,0.342534
mp-1009504,0.09,0.2677707
mp-1017467,-0.11,0.15396072
mp-1022583,0.27,0.30273432
mp-1022728,0.35,0.22892188
mp-1023934,0.23,0.36533624
mp-10686,0.81,0.39450037
mp-12385,0.26,0.31683224
mp-13993,0.23,0.2861241
mp-1424,0.34,0.04483612
mp-19821,0.32,0.08608912
mp-20944,0.29,0.12836628
mp-20994,0.29,0.16606505
mp-2273,0.38,0.5237722
mp-23085,0.34,0.12527685
mp-23208,0.26,0.20709242
mp-2699,0.23,0.21581908
mp-631322,0.46,0.029780105
mp-672661,0.39,-0.17982723
mp-6963,0.34,0.18107562
mp-752602,0.31,0.11087625
mp-76,0.27,0.74472326
mp-8132,0.23,0.010024741
mp-8375,0.39,0.1006922
mp-864925,0.26,0.0971569
mp-973156,0.34,-0.0030504614
mp-973199,0.46,0.3616053
mp-1007908,0.26,0.005528629
mp-10086,0.28,0.21103619
mp-1009657,0.3,-0.8698449
mp-1011376,0.48,0.2641452
mp-1025271,0.34,0.27050787
mp-1025322,0.25,0.08903609
mp-1029037,0.21,0.34638047
mp-1029868,0.3,0.39881045
mp-10676,0.21,0.2872762
mp-11267,0.4,0.11303215
mp-11537,0.28,0.595594
mp-11557,0.35,0.33628994
mp-14568,0.28,-0.0721544
mp-20430,0.43,0.39597756
mp-21003,0.25,0.13682728
mp-21342,0.44,0.40035653
mp-2136,0.11,0.23288725
mp-2137,0.3,-0.0020379126
mp-2627,0.22,0.6927685
mp-2947,0.29,0.3945995
mp-3731,0.26,0.14827727
mp-567612,0.37,0.2976256
mp-5878,0.29,0.1429757
mp-631428,0.64,-0.015024379
mp-674478,0.38,-0.22654533
mp-753982,0.29,0.023927316
mp-756018,0.28,0.22905879
mp-862996,0.31,0.24768789
mp-864950,0.3,0.34062797
mp-865928,0.33,0.19179465
mp-867773,0.3,0.21102796
mp-974061,0.23,0.07140429
mp-976334,0.28,0.5654399
mp-981250,0.43,0.07343073
mp-999287,0.28,0.0168114
mvc-11226,0.49,0.6677491
mp-1009496,0.53,0.2079613
mp-1018009,0.19,0.25212872
mp-1018164,0.46,0.27856278
mp-1025323,0.3,0.09424724
mp-11750,0.22,0.43334877
mp-11755,0.26,0.4253127
mp-15316,0.27,0.10154374
mp-196,0.23,0.28381735
mp-20422,0.27,0.1964214
mp-21286,0.31,0.14206557
mp-22072,0.02,0.14600866
mp-2237,0.35,0.20371933
mp-23084,0.32,0.3859824
mp-23263,0.28,0.43479037
mp-24719,0.35,0.6102182
mp-25886,0.22,-0.016051278
mp-305,0.29,0.42406148
mp-31152,0.37,0.12345649
mp-31383,0.28,0.4284563
mp-34139,0.34,0.30120456
mp-34993,0.18,0.12715475
mp-3654,0.26,0.13431065
mp-510624,0.24,0.0038221031
mp-544,0.46,-0.2684778
mp-568806,0.17,0.1668893
mp-570460,0.37,0.08822651
mp-570752,0.54,0.6395426
mp-571279,0.22,-0.87032074
mp-5839,0.24,0.12733714
mp-643273,0.35,0.3529178
mp-676290,0.27,0.6915423
mp-7470,0.32,0.3019156
mp-838,0.5,0.034839556
mp-864837,0.35,0.24650876
mp-864931,0.29,-0.05996692
mp-867119,0.41,0.26855916
mp-8697,0.29,0.22655772
mp-962062,0.47,-0.040186077
mp-978533,0.53,0.23637478
mp-9968,0.23,0.14434461
mp-10060,0.47,0.25397182
mp-1018103,0.39,1.8022197
mp-1025229,0.27,-0.035020575
mp-10897,0.28,0.32905763
mp-11809,0.2,0.22207852
mp-13447,0.3,-0.1014189
mp-13535,0.35,0.33323592
mp-16753,0.22,0.31350297
mp-19424,0.32,0.5609362
mp-2311,0.26,0.30222213
mp-2422,0.22,0.111209735
mp-2852,0.15,-0.30670658
mp-30878,0.35,0.5483908
mp-4238,0.3,0.4160902
mp-569247,0.29,0.0751559
mp-570014,0.34,0.08016677
mp-570303,0.34,0.4653355
mp-5862,0.31,-0.097172104
mp-6959,0.25,0.16764466
mp-6961,0.38,0.24932285
mp-7073,0.44,0.3524601
mp-8639,0.25,0.58488536
mp-864909,0.32,0.51235056
mp-866134,0.3,-0.123566814
mp-8670,0.25,0.36380535
mp-961693,0.32,1.330367
mp-973689,0.22,0.43414587
mp-995,0.31,0.056513295
mp-998987,0.36,1.1924113
mp-999086,0.29,-0.030102268
mp-1014460,0.1,0.20889716
mp-1025180,0.23,0.55875915
mp-11541,0.3,0.3124982
mp-1275,0.28,0.34365243
mp-13946,0.3,0.21212853
mp-13948,0.31,0.2788797
mp-19312,0.28,0.44612873
mp-19399,0.27,0.39505774
mp-20181,0.25,0.37610698
mp-20664,0.36,0.12048523
mp-2211,0.31,0.47501504
mp-22351,0.26,0.10885058
mp-22873,0.27,-0.6162783
mp-249,0.24,0.484416
mp-2600,0.31,0.112548485
mp-27182,0.35,0.25358272
mp-30586,0.33,0.2588259
mp-3241,0.26,0.24167691
mp-5149,0.3,0.4406879
mp-560956,0.26,0.45883578
mp-560976,0.27,0.19575535
mp-570670,0.39,0.37113994
mp-644500,0.3,0.5252554
mp-676540,0.3,0.24650498
mp-753260,0.41,0.5066121
mp-755293,0.2,0.25290442
mp-7949,0.41,0.31285232
mp-862743,0.44,0.40750748
mp-864893,0.38,0.42182326
mp-864926,0.38,0.37295657
mp-9023,0.26,0.2487263
mp-975368,0.43,0.43751723
mp-978009,0.36,0.3492893
mp-978862,0.32,0.186839
mp-980947,0.36,0.28318208
mp-984051,-0.29,0.19354941
mp-989532,-0.11,0.37129062
mp-989538,0.35,0.26816505
mvc-15387,0.31,0.250265
mp-10778,0.25,0.114662424
mp-11667,0.21,0.74859875
mp-1224,0.32,0.34229618
mp-16334,0.3,0.15674885
mp-1646,0.31,0.37471384
mp-19983,0.28,0.16633354
mp-2053,0.3,0.39905816
mp-22866,0.25,-0.09773843
mp-2337,0.3,0.15908901
mp-2532,0.35,0.38743365
mp-2747,0.3,0.6749449
mp-353,0.5,0.6412113
mp-567703,0.3,0.255064
mp-567724,0.34,-0.07838403
mp-569426,0.31,0.15206508
mp-609151,0.33,-0.07160418
mp-673635,0.3,0.18012623
mp-6912,0.36,0.16354279
mp-705519,0.29,0.5043973
mp-7237,0.16,0.26014692
mp-753605,0.24,0.22057916
mp-864922,0.41,0.5197329
mp-865360,0.37,0.17839186
mp-865486,0.34,0.035491243
mp-865845,0.3,0.32024866
mp-867769,0.32,0.32913142
mp-961650,4.94,-0.014871225
mp-972877,0.31,0.25951576
mp-974426,0.51,0.4196512
mp-996940,0.31,0.4834792
mp-1006887,0.36,0.2706741
mp-1021666,0.58,0.6100587
mp-1025262,0.26,0.12206219
mp-10264,0.3,0.42622906
mp-1038972,0.22,-0.3690498
mp-11278,0.24,0.17218603
mp-12266,0.31,0.15380009
mp-13545,0.36,-0.076498345
mp-1671,-12.63,-1.5915343
mp-1695,0.28,0.31987125
mp-20372,0.27,0.22339563
mp-21067,0.31,0.16505171
mp-21862,0.35,0.111446634
mp-23046,0.33,0.12001361
mp-23179,0.36,-0.5043254
mp-310,0.62,0.123506084
mp-31624,0.26,0.22712822
mp-545788,0.29,-0.087273106
mp-551886,0.25,-0.038452327
mp-567480,0.4,0.32526487
mp-567705,0.2,0.32602507
mp-571665,0.49,0.19615941
mp-631387,0.49,0.23715113
mp-642644,0.38,0.29558545
mp-644280,0.33,0.044351444
mp-761873,0.36,0.19247194
mp-865898,0.3,0.27373254
mp-866128,0.23,0.22570018
mp-976976,0.36,0.6052527
mp-977181,0.44,0.35132533
mp-984552,0.81,0.16519235
mp-984876,0.32,-0.049349934
mp-989536,-0.75,0.38044685
mp-997005,0.36,0.41733497
mp-1009663,0.59,0.30331415
mp-10413,0.44,0.018685788
mp-19062,0.26,0.17804213
mp-20191,0.29,0.30356073
mp-2247,0.37,0.6023373
mp-31457,0.35,1.5476397
mp-4366,0.3,0.4083706
mp-567505,0.16,-0.09582588
mp-567912,0.35,0.5184098
mp-570689,0.34,0.20291112
mp-625397,0.34,0.60763484
mp-636331,0.36,0.08046721
mp-6870,0.21,0.24994932
mp-690535,0.26,0.52524585
mp-753081,0.33,0.18226032
mp-753371,0.42,0.38735116
mp-754150,0.33,0.3391981
mp-7544,0.28,0.53523946
mp-8397,0.45,0.13975812
mp-866002,0.32,0.38460666
mp-866203,0.32,0.25464958
mp-975200,0.84,0.27650267
mp-975296,0.45,0.16024823
mp-979984,0.35,0.4071375
mp-980063,0.27,0.2733932
mp-989530,0.3,0.4208119
mp-989605,0.31,0.41415256
mp-997181,0.28,-0.00797914
mp-1018119,0.93,0.26220274
mp-1025309,0.25,0.7829398
mp-12620,0.27,0.20031564
mp-13134,0.43,0.35215354
mp-13944,0.13,0.31488317
mp-1395,0.36,0.4039755
mp-20497,0.28,0.36127537
mp-20663,0.23,0.26987106
mp-20821,0.21,-0.114437565
mp-20950,0.38,0.17760144
